Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Price,Sales_Amount
55632,10776,108,2015-09-24,4,4568,18272
55633,13039,115,2018-01-25,3,2930,8790
55634,14374,115,2018-07-30,3,2930,8790
55635,12888,152,2018-06-24,1,1446,1446
55636,11879,170,2015-02-04,2,3796,7592
55637,12272,154,2017-02-24,1,2864,2864
55638,11608,176,2024-09-10,4,2897,11588
55639,13140,142,2015-03-09,3,3008,9024
55640,10606,119,2015-07-08,2,3382,6764
55641,14736,140,2015-02-10,3,396,1188
55642,13415,169,2016-08-30,2,4890,9780
55643,13666,127,2016-11-13,1,1507,1507
55644,12145,174,2017-08-02,4,3739,14956
55645,14271,143,2023-02-02,1,3636,3636
55646,13766,152,2023-08-05,4,1446,5784
55647,11377,146,2017-08-04,3,3287,9861
55648,13463,114,2018-08-24,1,4363,4363
55649,10348,164,2023-09-26,1,4350,4350
55650,10001,161,2017-05-02,3,2341,7023
55651,10063,198,2023-12-02,3,3929,11787
55652,11784,158,2017-08-31,3,3816,11448
55653,13815,149,2023-08-08,2,1331,2662
55654,10226,179,2023-05-17,3,2935,8805
55655,11043,129,2017-01-26,2,844,1688
55656,10845,126,2019-08-22,3,3327,9981
55657,12681,127,2023-05-13,2,1507,3014
55658,14120,167,2018-07-31,3,1469,4407
55659,11235,167,2019-07-01,2,1469,2938
55660,11985,135,2020-05-23,4,2927,11708
55661,14257,160,2022-02-08,4,686,2744
55662,11279,161,2018-10-03,1,2341,2341
55663,11595,199,2023-02-10,3,2414,7242
55664,12552,170,2018-05-03,3,3796,11388
55665,11953,178,2019-12-09,2,2491,4982
55666,11696,190,2016-04-28,1,3863,3863
55667,10955,103,2020-06-30,4,1276,5104
55668,13292,133,2016-08-10,1,2667,2667
55669,10357,142,2024-03-05,2,3008,6016
55670,13596,113,2018-10-03,3,3481,10443
55671,10969,129,2024-09-19,1,844,844
55672,10242,109,2018-01-26,3,4399,13197
55673,13447,132,2015-10-09,4,2539,10156
55674,14235,122,2016-09-21,2,4561,9122
55675,12145,186,2021-10-02,3,2062,6186
55676,10147,158,2015-08-11,1,3816,3816
55677,10543,157,2024-02-06,2,1761,3522
55678,10692,198,2015-03-21,4,3929,15716
55679,11026,110,2017-04-05,1,3201,3201
55680,14051,125,2022-06-22,3,3853,11559
55681,14006,162,2021-09-26,3,2853,8559
55682,13360,163,2024-06-26,2,2018,4036
55683,12952,176,2021-07-09,4,2897,11588
55684,10730,103,2023-01-15,1,1276,1276
55685,14500,183,2018-09-13,4,4211,16844
55686,12556,197,2017-10-22,1,2573,2573
55687,11151,147,2018-05-11,1,4388,4388
55688,11736,155,2021-04-24,2,742,1484
55689,11039,126,2022-09-11,3,3327,9981
55690,12913,113,2024-05-31,3,3481,10443
55691,14841,107,2023-10-23,3,932,2796
55692,12541,134,2017-04-16,4,4073,16292
55693,14415,122,2020-08-05,1,4561,4561
55694,11243,184,2024-06-11,2,2096,4192
55695,10773,123,2019-01-04,4,3047,12188
55696,11917,148,2016-03-30,1,4184,4184
55697,13413,114,2024-07-10,2,4363,8726
55698,12500,194,2019-12-16,1,3544,3544
55699,13441,187,2020-08-28,2,4772,9544
55700,13546,152,2023-03-21,4,1446,5784
55701,11214,183,2020-03-18,1,4211,4211
55702,12932,139,2017-09-05,1,3807,3807
55703,10419,141,2016-03-08,4,4158,16632
55704,13782,136,2018-12-23,2,4231,8462
55705,14961,106,2015-09-09,3,2840,8520
55706,10789,123,2020-07-16,3,3047,9141
55707,11872,110,2017-03-06,2,3201,6402
55708,14591,199,2024-12-12,2,2414,4828
55709,12026,185,2023-02-02,3,4663,13989
55710,12447,196,2020-01-21,1,3427,3427
55711,14824,160,2022-05-20,4,686,2744
55712,10561,130,2023-02-05,3,3381,10143
55713,12652,197,2022-08-17,2,2573,5146
55714,13905,170,2015-08-09,1,3796,3796
55715,10540,105,2020-11-30,2,2768,5536
55716,14756,179,2023-10-26,3,2935,8805
55717,13137,157,2016-07-13,4,1761,7044
55718,13290,143,2017-12-17,4,3636,14544
55719,12611,152,2021-02-22,1,1446,1446
55720,14913,189,2019-10-08,4,1885,7540
55721,11945,177,2023-06-17,3,4283,12849
55722,13146,106,2017-02-18,3,2840,8520
55723,12759,102,2021-03-12,3,4835,14505
55724,13261,117,2016-09-27,1,1354,1354
55725,14108,188,2017-11-05,3,3585,10755
55726,11896,112,2022-06-17,4,2315,9260
55727,12501,144,2022-05-31,1,756,756
55728,12830,154,2024-07-02,3,2864,8592
55729,13874,178,2021-03-30,3,2491,7473
55730,10048,107,2020-09-03,2,932,1864
55731,12365,190,2018-11-25,3,3863,11589
55732,12257,132,2019-12-09,1,2539,2539
55733,14673,129,2018-10-20,2,844,1688
55734,10754,146,2023-03-05,1,3287,3287
55735,12803,173,2024-03-20,3,2154,6462
55736,14650,178,2023-05-25,4,2491,9964
55737,13653,153,2024-08-09,2,4599,9198
55738,10403,181,2020-10-19,2,4112,8224
55739,12087,125,2019-05-02,2,3853,7706
55740,12228,153,2020-09-03,1,4599,4599
55741,13411,194,2024-06-07,2,3544,7088
55742,12991,129,2024-11-25,4,844,3376
55743,14644,193,2016-04-02,4,3400,13600
55744,11150,182,2023-12-30,2,3640,7280
55745,10063,195,2015-07-30,1,1340,1340
55746,14940,183,2022-02-01,1,4211,4211
55747,13154,181,2022-09-19,1,4112,4112
55748,11009,106,2017-11-28,3,2840,8520
55749,12032,176,2024-02-14,1,2897,2897
55750,11323,138,2016-11-07,1,3430,3430
55751,12082,103,2020-11-12,2,1276,2552
55752,10752,135,2018-11-14,3,2927,8781
55753,14145,155,2021-03-17,2,742,1484
55754,10658,147,2017-06-24,1,4388,4388
55755,11661,133,2018-07-15,1,2667,2667
55756,10701,193,2019-02-26,2,3400,6800
55757,11081,103,2019-07-12,3,1276,3828
55758,12157,169,2017-12-25,3,4890,14670
55759,11541,159,2018-11-11,2,1459,2918
55760,13033,178,2021-02-18,1,2491,2491
55761,11984,200,2024-04-14,3,1977,5931
55762,10315,192,2024-11-27,3,4884,14652
55763,13082,196,2021-01-31,4,3427,13708
55764,14734,118,2015-04-22,2,680,1360
55765,12315,177,2024-04-02,3,4283,12849
55766,12136,166,2024-05-04,4,989,3956
55767,11650,125,2023-08-18,4,3853,15412
55768,13220,120,2024-09-19,4,2691,10764
55769,13801,171,2020-11-28,1,4217,4217
55770,12479,175,2019-02-19,2,3531,7062
55771,14068,169,2020-04-28,3,4890,14670
55772,11776,129,2021-11-05,4,844,3376
55773,11967,118,2016-02-17,1,680,680
55774,11768,172,2022-04-05,1,2784,2784
55775,13816,127,2017-08-17,2,1507,3014
55776,10242,142,2015-07-05,2,3008,6016
55777,14798,166,2019-04-26,1,989,989
55778,12950,199,2023-08-25,1,2414,2414
55779,14837,126,2024-01-09,4,3327,13308
55780,14877,123,2015-02-20,4,3047,12188
55781,12257,105,2023-10-03,3,2768,8304
55782,14112,180,2018-03-15,4,956,3824
55783,13369,111,2023-07-10,4,1963,7852
55784,10367,119,2015-12-21,4,3382,13528
55785,12828,180,2024-08-17,3,956,2868
55786,11253,196,2021-08-07,3,3427,10281
55787,12488,112,2022-01-27,3,2315,6945
55788,14786,102,2018-07-31,3,4835,14505
55789,13604,143,2015-02-05,4,3636,14544
55790,13522,122,2015-10-04,2,4561,9122
55791,14943,126,2019-09-16,3,3327,9981
55792,14518,133,2018-09-10,3,2667,8001
55793,11644,124,2023-05-16,3,2689,8067
55794,11213,169,2021-02-07,4,4890,19560
55795,14704,121,2021-11-23,1,1892,1892
55796,10020,146,2020-01-10,4,3287,13148
55797,10676,118,2021-09-30,3,680,2040
55798,14478,105,2017-06-07,4,2768,11072
55799,10609,108,2023-10-27,2,4568,9136
55800,10062,185,2016-02-08,4,4663,18652
55801,11266,157,2016-05-28,1,1761,1761
55802,12286,105,2022-02-26,1,2768,2768
55803,11155,113,2021-10-24,3,3481,10443
55804,11629,183,2018-06-23,1,4211,4211
55805,11627,193,2023-04-28,3,3400,10200
55806,13717,166,2017-12-05,4,989,3956
55807,11443,137,2020-10-23,4,2774,11096
55808,11654,190,2018-03-18,3,3863,11589
55809,12503,129,2021-09-19,3,844,2532
55810,13270,169,2020-08-12,4,4890,19560
55811,10282,132,2017-10-29,2,2539,5078
55812,14982,148,2016-05-28,1,4184,4184
55813,11025,102,2024-01-23,1,4835,4835
55814,14819,169,2022-01-31,1,4890,4890
55815,13404,197,2015-10-17,1,2573,2573
55816,11236,151,2021-02-06,4,2237,8948
55817,14183,135,2024-04-09,1,2927,2927
55818,14761,183,2021-05-02,4,4211,16844
55819,14958,115,2015-03-24,3,2930,8790
55820,10786,199,2020-02-28,4,2414,9656
55821,13318,172,2021-04-24,3,2784,8352
55822,11668,165,2019-05-03,3,3709,11127
55823,13009,138,2019-07-28,2,3430,6860
55824,13195,186,2020-01-10,2,2062,4124
55825,14790,117,2017-08-07,2,1354,2708
55826,13776,180,2021-02-24,2,956,1912
55827,12447,145,2018-08-08,1,4668,4668
55828,13791,101,2016-10-09,2,2654,5308
55829,10534,103,2023-08-21,1,1276,1276
55830,10402,170,2015-09-23,1,3796,3796
55831,13664,152,2024-07-20,1,1446,1446
55832,10130,153,2023-05-03,3,4599,13797
55833,12340,103,2022-12-27,3,1276,3828
55834,14372,194,2022-08-10,1,3544,3544
55835,12960,147,2017-05-10,2,4388,8776
55836,11859,175,2015-01-19,1,3531,3531
55837,12974,191,2024-11-10,3,2740,8220
55838,14151,186,2016-01-06,2,2062,4124
55839,13650,106,2023-06-22,3,2840,8520
55840,12787,146,2024-06-18,2,3287,6574
55841,13098,195,2020-01-25,3,1340,4020
55842,13513,161,2016-09-10,1,2341,2341
55843,14861,143,2016-10-04,4,3636,14544
55844,11221,156,2019-03-26,4,1132,4528
55845,10642,170,2021-08-23,3,3796,11388
55846,13315,120,2019-10-01,2,2691,5382
55847,10724,147,2017-03-27,3,4388,13164
55848,14898,154,2022-11-11,4,2864,11456
55849,10738,141,2020-11-07,2,4158,8316
55850,14854,175,2020-12-31,3,3531,10593
55851,11300,166,2020-01-05,4,989,3956
55852,13481,131,2022-04-22,3,3963,11889
55853,10340,164,2017-05-13,1,4350,4350
55854,10153,190,2015-07-23,2,3863,7726
55855,11422,191,2024-12-06,2,2740,5480
55856,13052,158,2024-10-31,1,3816,3816
55857,10427,155,2024-06-25,4,742,2968
55858,13559,146,2024-03-26,3,3287,9861
55859,11136,195,2020-04-14,4,1340,5360
55860,12373,124,2019-03-09,2,2689,5378
55861,13330,177,2022-12-22,4,4283,17132
55862,10950,189,2021-01-09,2,1885,3770
55863,11374,137,2016-06-12,2,2774,5548
55864,10957,141,2015-12-05,1,4158,4158
55865,11702,125,2022-08-28,1,3853,3853
55866,12942,129,2024-10-23,2,844,1688
55867,12483,131,2020-05-28,3,3963,11889
55868,11304,102,2024-04-29,3,4835,14505
55869,10371,112,2019-03-13,1,2315,2315
55870,12981,105,2017-12-15,3,2768,8304
55871,12297,161,2016-07-09,1,2341,2341
55872,14799,191,2022-09-01,2,2740,5480
55873,12126,156,2017-07-19,2,1132,2264
55874,12967,198,2022-02-11,2,3929,7858
55875,14146,178,2018-02-27,1,2491,2491
55876,12743,171,2015-04-08,3,4217,12651
55877,14022,137,2017-03-03,2,2774,5548
55878,12365,136,2021-10-05,4,4231,16924
55879,10763,174,2015-03-21,3,3739,11217
55880,14063,129,2015-10-15,3,844,2532
55881,11005,180,2022-12-04,1,956,956
55882,13756,138,2019-11-05,1,3430,3430
55883,12847,185,2021-01-25,3,4663,13989
55884,10350,141,2023-08-17,3,4158,12474
55885,12965,133,2015-03-12,2,2667,5334
55886,10687,193,2015-09-20,2,3400,6800
55887,14638,181,2016-12-12,4,4112,16448
55888,13127,113,2022-08-02,2,3481,6962
55889,14457,106,2022-01-21,3,2840,8520
55890,12756,166,2017-02-23,1,989,989
55891,13525,108,2015-07-29,4,4568,18272
55892,13625,164,2020-12-04,3,4350,13050
55893,12733,196,2022-04-17,4,3427,13708
55894,11694,200,2023-08-15,4,1977,7908
55895,12893,109,2015-11-11,4,4399,17596
55896,13812,123,2020-08-20,2,3047,6094
55897,14181,171,2017-12-10,2,4217,8434
55898,10685,195,2017-10-27,1,1340,1340
55899,14341,121,2020-04-30,3,1892,5676
55900,12920,101,2017-08-12,4,2654,10616
55901,13757,146,2019-04-22,2,3287,6574
55902,13284,162,2015-09-18,1,2853,2853
55903,14692,102,2024-12-24,2,4835,9670
55904,14027,175,2019-03-16,1,3531,3531
55905,11157,182,2015-07-19,3,3640,10920
55906,13062,144,2021-07-05,4,756,3024
55907,14446,188,2015-03-31,1,3585,3585
55908,12330,183,2016-08-13,4,4211,16844
55909,11293,105,2020-10-03,3,2768,8304
55910,11885,193,2020-04-19,3,3400,10200
55911,11561,139,2018-05-29,2,3807,7614
55912,10984,166,2015-04-02,3,989,2967
55913,12068,181,2020-10-04,4,4112,16448
55914,11864,145,2023-11-25,2,4668,9336
55915,11980,175,2020-05-19,4,3531,14124
55916,11737,113,2015-03-02,2,3481,6962
55917,12453,193,2020-03-10,4,3400,13600
55918,11919,132,2020-12-04,3,2539,7617
55919,10701,143,2016-08-12,1,3636,3636
55920,14047,108,2015-08-24,3,4568,13704
55921,12074,174,2020-09-11,4,3739,14956
55922,14662,189,2024-12-17,3,1885,5655
55923,13754,159,2024-01-28,1,1459,1459
55924,10395,111,2017-02-24,4,1963,7852
55925,11957,128,2018-01-02,4,4153,16612
55926,13049,197,2015-01-21,2,2573,5146
55927,13453,139,2020-03-03,2,3807,7614
55928,10523,126,2018-03-23,3,3327,9981
55929,11563,172,2018-07-01,1,2784,2784
55930,12910,126,2018-05-15,1,3327,3327
55931,12850,132,2023-10-26,1,2539,2539
55932,10550,146,2023-02-13,1,3287,3287
55933,11469,128,2015-10-29,4,4153,16612
55934,10833,107,2021-06-02,3,932,2796
55935,14483,135,2024-10-02,4,2927,11708
55936,11422,166,2017-02-11,3,989,2967
55937,10286,122,2017-12-03,2,4561,9122
55938,12746,122,2023-10-21,1,4561,4561
55939,13766,103,2024-01-29,3,1276,3828
55940,14465,146,2016-02-23,4,3287,13148
55941,11446,150,2019-03-21,4,507,2028
55942,11467,108,2015-03-03,4,4568,18272
55943,11777,104,2017-05-07,4,1034,4136
55944,13656,115,2016-06-21,3,2930,8790
55945,10915,144,2018-09-02,1,756,756
55946,10288,139,2018-12-29,4,3807,15228
55947,14191,176,2020-02-04,1,2897,2897
55948,12089,129,2016-11-26,2,844,1688
55949,14427,173,2017-03-28,1,2154,2154
55950,11805,162,2018-11-05,2,2853,5706
55951,11179,184,2023-07-05,2,2096,4192
55952,12552,134,2017-07-08,1,4073,4073
55953,14371,126,2017-09-01,1,3327,3327
55954,11589,185,2016-06-25,3,4663,13989
55955,11957,187,2024-12-31,4,4772,19088
55956,11776,118,2024-01-17,1,680,680
55957,14863,163,2019-09-08,1,2018,2018
55958,10988,152,2017-02-28,2,1446,2892
55959,11204,154,2020-09-11,1,2864,2864
55960,13331,188,2016-08-03,4,3585,14340
55961,11120,142,2020-08-03,3,3008,9024
55962,10197,193,2015-12-18,4,3400,13600
55963,13976,154,2021-04-21,4,2864,11456
55964,10526,152,2017-12-09,3,1446,4338
55965,14728,113,2020-07-24,1,3481,3481
55966,11411,132,2023-06-22,1,2539,2539
55967,14504,183,2018-07-01,2,4211,8422
55968,11293,181,2024-06-27,1,4112,4112
55969,11195,166,2019-08-27,2,989,1978
55970,11949,182,2015-09-30,1,3640,3640
55971,13656,158,2022-07-03,2,3816,7632
55972,14787,139,2020-02-26,3,3807,11421
55973,12218,127,2015-09-07,1,1507,1507
55974,14255,178,2018-06-14,1,2491,2491
55975,13581,154,2023-01-30,4,2864,11456
55976,11018,179,2015-08-20,2,2935,5870
55977,13154,172,2021-10-11,2,2784,5568
55978,13591,173,2017-08-14,4,2154,8616
55979,14208,185,2016-09-25,1,4663,4663
55980,14070,143,2015-08-30,2,3636,7272
55981,10048,199,2020-12-21,1,2414,2414
55982,13664,152,2017-12-30,3,1446,4338
55983,14472,114,2024-09-06,2,4363,8726
55984,10828,191,2024-07-24,1,2740,2740
55985,14723,108,2024-04-04,3,4568,13704
55986,12090,135,2017-10-20,1,2927,2927
55987,12057,118,2018-07-26,1,680,680
55988,10819,155,2015-08-07,3,742,2226
55989,14753,178,2016-11-27,2,2491,4982
55990,13985,152,2015-11-03,4,1446,5784
55991,13681,172,2020-07-16,4,2784,11136
55992,11812,149,2015-11-10,3,1331,3993
55993,14886,108,2024-07-06,1,4568,4568
55994,13115,137,2023-02-18,4,2774,11096
55995,11630,166,2019-10-19,3,989,2967
55996,11544,181,2024-09-29,4,4112,16448
55997,13580,177,2019-12-22,1,4283,4283
55998,11905,178,2018-11-29,3,2491,7473
55999,11437,141,2018-11-03,2,4158,8316
56000,13318,173,2015-10-08,3,2154,6462
56001,13521,127,2019-07-19,3,1507,4521
56002,13060,120,2024-04-21,4,2691,10764
56003,14117,138,2015-02-04,4,3430,13720
56004,10999,112,2020-10-18,2,2315,4630
56005,11432,142,2015-12-26,4,3008,12032
56006,14553,186,2019-09-10,4,2062,8248
56007,13062,150,2020-04-18,4,507,2028
56008,10265,131,2016-02-12,1,3963,3963
56009,13732,177,2019-05-04,3,4283,12849
56010,12275,165,2016-08-02,4,3709,14836
56011,13876,153,2022-01-10,1,4599,4599
56012,13318,140,2016-08-28,3,396,1188
56013,12047,173,2018-11-08,2,2154,4308
56014,13145,139,2020-10-29,3,3807,11421
56015,13222,110,2024-08-10,1,3201,3201
56016,13141,129,2021-04-16,1,844,844
56017,14901,140,2023-07-07,2,396,792
56018,11254,130,2020-09-23,1,3381,3381
56019,10723,102,2024-05-23,2,4835,9670
56020,10084,182,2015-05-17,2,3640,7280
56021,14836,128,2022-11-10,1,4153,4153
56022,13371,147,2017-09-05,1,4388,4388
56023,13820,132,2017-03-30,4,2539,10156
56024,13365,188,2019-01-24,4,3585,14340
56025,11758,178,2021-08-11,2,2491,4982
56026,14319,189,2024-03-30,1,1885,1885
56027,12781,189,2021-03-26,4,1885,7540
56028,13288,132,2021-02-08,4,2539,10156
56029,12453,127,2016-04-11,4,1507,6028
56030,10329,154,2017-04-17,4,2864,11456
56031,10426,196,2021-03-01,2,3427,6854
56032,10770,156,2017-09-01,3,1132,3396
56033,13976,131,2016-09-14,1,3963,3963
56034,10608,124,2020-04-06,1,2689,2689
56035,11853,135,2017-12-27,4,2927,11708
56036,12673,130,2022-12-26,2,3381,6762
56037,12125,197,2022-02-10,3,2573,7719
56038,11301,155,2019-09-30,3,742,2226
56039,10466,164,2024-03-30,1,4350,4350
56040,11965,133,2022-04-05,2,2667,5334
56041,11946,146,2019-12-05,2,3287,6574
56042,12540,191,2022-09-03,1,2740,2740
56043,12361,197,2022-04-29,3,2573,7719
56044,12040,133,2017-10-12,2,2667,5334
56045,11185,168,2020-11-12,4,1252,5008
56046,13935,164,2019-10-15,2,4350,8700
56047,13218,130,2024-01-31,1,3381,3381
56048,12783,179,2016-11-15,1,2935,2935
56049,10778,129,2022-10-15,4,844,3376
56050,13380,162,2023-08-17,3,2853,8559
56051,12419,192,2018-12-27,3,4884,14652
56052,14078,196,2024-03-05,4,3427,13708
56053,14263,200,2016-01-04,2,1977,3954
56054,12440,130,2021-05-15,1,3381,3381
56055,14832,112,2015-12-17,4,2315,9260
56056,11990,167,2018-06-03,1,1469,1469
56057,11067,115,2020-05-05,1,2930,2930
56058,10945,110,2021-09-19,4,3201,12804
56059,10029,186,2021-10-29,3,2062,6186
56060,11898,161,2021-06-28,3,2341,7023
56061,11698,123,2022-05-01,4,3047,12188
56062,12815,111,2020-10-21,4,1963,7852
56063,13366,116,2016-06-01,2,4172,8344
56064,12489,149,2018-09-06,4,1331,5324
56065,11666,180,2015-01-22,1,956,956
56066,14620,114,2015-06-28,3,4363,13089
56067,11571,106,2022-07-18,1,2840,2840
56068,11734,142,2018-02-06,3,3008,9024
56069,10760,117,2024-06-05,1,1354,1354
56070,12158,195,2019-01-19,4,1340,5360
56071,11352,142,2019-05-10,4,3008,12032
56072,13477,110,2018-06-06,2,3201,6402
56073,11269,146,2017-07-26,3,3287,9861
56074,11786,184,2023-05-25,4,2096,8384
56075,13950,149,2023-03-15,3,1331,3993
56076,12608,109,2016-06-14,4,4399,17596
56077,10399,179,2021-08-08,2,2935,5870
56078,12631,139,2020-04-04,4,3807,15228
56079,12447,102,2021-10-08,4,4835,19340
56080,11670,168,2017-08-16,2,1252,2504
56081,10239,152,2024-01-01,1,1446,1446
56082,13537,188,2017-12-07,3,3585,10755
56083,13862,182,2019-01-28,1,3640,3640
56084,13104,111,2016-11-02,1,1963,1963
56085,11147,137,2020-04-17,1,2774,2774
56086,11558,190,2018-07-20,3,3863,11589
56087,13739,172,2019-06-20,2,2784,5568
56088,12158,122,2020-07-09,4,4561,18244
56089,13452,152,2017-11-19,4,1446,5784
56090,10300,105,2019-07-15,1,2768,2768
56091,13699,102,2023-05-19,3,4835,14505
56092,14054,105,2017-05-28,1,2768,2768
56093,14860,199,2023-03-14,2,2414,4828
56094,10249,132,2023-04-24,4,2539,10156
56095,12569,119,2023-12-06,4,3382,13528
56096,14130,104,2021-01-08,4,1034,4136
56097,14324,187,2018-10-31,4,4772,19088
56098,14681,146,2021-04-21,2,3287,6574
56099,12861,183,2022-07-13,3,4211,12633
56100,10724,126,2022-05-25,3,3327,9981
56101,10570,150,2017-01-27,2,507,1014
56102,10220,126,2023-07-03,4,3327,13308
56103,11395,171,2015-07-06,3,4217,12651
56104,12835,132,2017-05-28,2,2539,5078
56105,12123,197,2019-01-12,1,2573,2573
56106,14232,144,2023-08-24,2,756,1512
56107,14001,126,2016-11-03,4,3327,13308
56108,14350,161,2017-05-25,4,2341,9364
56109,13090,188,2015-04-28,4,3585,14340
56110,10050,151,2017-12-17,1,2237,2237
56111,10515,159,2023-06-17,3,1459,4377
56112,12792,187,2017-05-20,4,4772,19088
56113,12779,138,2023-10-17,1,3430,3430
56114,12619,126,2021-11-10,2,3327,6654
56115,11838,145,2016-12-06,3,4668,14004
56116,14672,131,2022-05-13,3,3963,11889
56117,11166,170,2023-04-02,2,3796,7592
56118,14999,145,2021-03-09,3,4668,14004
56119,12250,131,2016-04-30,2,3963,7926
56120,10415,161,2023-09-27,1,2341,2341
56121,12269,148,2023-01-17,4,4184,16736
56122,11105,145,2019-04-27,1,4668,4668
56123,14859,160,2017-10-23,4,686,2744
56124,14659,161,2020-05-21,3,2341,7023
56125,13357,152,2018-06-06,2,1446,2892
56126,12417,152,2018-06-06,2,1446,2892
56127,11935,176,2023-05-08,1,2897,2897
56128,10204,181,2017-09-11,1,4112,4112
56129,10069,162,2015-12-09,3,2853,8559
56130,10516,126,2023-10-18,2,3327,6654
56131,13564,167,2023-07-26,4,1469,5876
56132,14457,179,2018-05-24,3,2935,8805
56133,11465,149,2019-07-25,3,1331,3993
56134,11653,188,2018-02-11,3,3585,10755
56135,10707,194,2019-09-23,2,3544,7088
56136,11626,144,2019-11-14,1,756,756
56137,14753,136,2015-10-21,2,4231,8462
56138,13786,153,2015-01-28,4,4599,18396
56139,11346,144,2024-11-18,2,756,1512
56140,10344,191,2019-06-08,4,2740,10960
56141,13787,122,2022-12-16,4,4561,18244
56142,10536,102,2018-09-06,4,4835,19340
56143,10355,107,2016-07-26,2,932,1864
56144,13543,116,2024-10-24,4,4172,16688
56145,10983,188,2017-07-16,4,3585,14340
56146,11346,194,2019-11-14,3,3544,10632
56147,13010,144,2023-07-01,3,756,2268
56148,10527,165,2019-11-06,2,3709,7418
56149,10931,191,2018-12-05,3,2740,8220
56150,12757,173,2021-09-10,3,2154,6462
56151,12283,171,2023-06-16,1,4217,4217
56152,11947,169,2022-04-02,2,4890,9780
56153,13928,161,2017-12-11,2,2341,4682
56154,12542,130,2016-01-05,3,3381,10143
56155,11917,142,2015-06-13,2,3008,6016
56156,13361,191,2018-08-19,2,2740,5480
56157,11594,174,2021-11-02,2,3739,7478
56158,12926,125,2022-02-04,2,3853,7706
56159,13626,182,2022-07-20,3,3640,10920
56160,11224,171,2024-10-13,1,4217,4217
56161,11960,157,2015-12-17,3,1761,5283
56162,10966,195,2021-08-23,1,1340,1340
56163,14993,132,2019-01-02,2,2539,5078
56164,13679,150,2015-07-20,4,507,2028
56165,14313,175,2023-09-14,2,3531,7062
56166,10623,110,2021-12-27,2,3201,6402
56167,14449,122,2023-05-18,4,4561,18244
56168,14788,195,2024-06-17,2,1340,2680
56169,14727,141,2024-03-21,2,4158,8316
56170,12373,147,2017-11-17,4,4388,17552
56171,12949,114,2015-12-03,2,4363,8726
56172,13300,103,2015-10-14,2,1276,2552
56173,11169,188,2022-05-02,1,3585,3585
56174,14750,178,2024-05-07,3,2491,7473
56175,10392,153,2017-11-20,2,4599,9198
56176,13810,116,2022-06-06,2,4172,8344
56177,12408,161,2019-12-01,2,2341,4682
56178,14865,128,2024-09-28,1,4153,4153
56179,14893,135,2019-07-01,2,2927,5854
56180,14261,102,2024-02-05,3,4835,14505
56181,14829,161,2018-10-18,4,2341,9364
56182,10581,156,2015-04-17,1,1132,1132
56183,10821,198,2021-12-28,4,3929,15716
56184,11248,155,2024-08-14,1,742,742
56185,10124,118,2015-04-27,2,680,1360
56186,14440,171,2018-06-22,1,4217,4217
56187,11875,149,2020-10-27,2,1331,2662
56188,10524,142,2017-01-10,4,3008,12032
56189,13124,107,2024-09-27,4,932,3728
56190,14225,104,2015-01-23,3,1034,3102
56191,13199,143,2023-12-13,3,3636,10908
56192,12786,180,2015-12-27,1,956,956
56193,12119,159,2016-11-30,1,1459,1459
56194,11211,149,2018-12-21,2,1331,2662
56195,11027,160,2015-08-05,4,686,2744
56196,14118,106,2023-04-26,4,2840,11360
56197,14262,120,2019-08-17,1,2691,2691
56198,10498,131,2022-07-17,4,3963,15852
56199,14530,183,2016-09-19,3,4211,12633
56200,12806,122,2023-12-12,1,4561,4561
56201,14933,185,2016-07-20,3,4663,13989
56202,11694,182,2021-10-26,2,3640,7280
56203,14759,132,2020-07-13,3,2539,7617
56204,10725,147,2024-08-31,1,4388,4388
56205,10376,134,2021-11-11,3,4073,12219
56206,14399,127,2024-09-25,3,1507,4521
56207,12453,144,2020-12-31,1,756,756
56208,13860,130,2015-11-10,2,3381,6762
56209,11687,133,2023-01-01,3,2667,8001
56210,14804,127,2016-12-29,1,1507,1507
56211,10257,156,2024-02-11,3,1132,3396
56212,14495,123,2022-05-10,3,3047,9141
56213,13601,143,2016-04-18,4,3636,14544
56214,10051,183,2016-11-15,3,4211,12633
56215,10595,154,2016-08-28,2,2864,5728
56216,14914,195,2024-10-10,3,1340,4020
56217,14732,168,2023-01-28,1,1252,1252
56218,13874,153,2018-05-27,1,4599,4599
56219,13437,183,2019-05-07,4,4211,16844
56220,11073,140,2024-11-11,4,396,1584
56221,11477,160,2018-10-13,3,686,2058
56222,14871,186,2024-01-22,4,2062,8248
56223,13021,109,2015-10-02,2,4399,8798
56224,11665,195,2020-03-14,4,1340,5360
56225,14493,110,2017-01-21,1,3201,3201
56226,12731,110,2024-12-27,4,3201,12804
56227,11396,130,2021-03-14,2,3381,6762
56228,13898,110,2019-05-02,2,3201,6402
56229,14625,158,2024-06-30,4,3816,15264
56230,14781,136,2023-08-12,4,4231,16924
56231,14046,182,2020-06-24,4,3640,14560
56232,12661,144,2016-11-06,1,756,756
56233,12234,157,2016-12-10,1,1761,1761
56234,13323,143,2017-07-11,2,3636,7272
56235,14198,183,2024-04-22,4,4211,16844
56236,14219,123,2016-02-12,3,3047,9141
56237,12102,104,2015-05-28,2,1034,2068
56238,11307,112,2018-01-14,1,2315,2315
56239,11638,149,2024-11-01,2,1331,2662
56240,11141,124,2016-05-17,1,2689,2689
56241,10616,113,2019-11-24,3,3481,10443
